F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,Target
-29.34,7.2,-13.92,Very low,Rest,3.78,-266.42,71.95,-23.7,4,6.45,12,-952.71,13.78,13577.14,-440.76,0
-4.87,25.14,-19.08,Medium,UK,0.63,-152.02,78.77,-8.3,4,14.31,8,1102.77,11.35,10394.6,-415.51,2629.34
-16.35,2.04,-17.01,Low,UK,3.57,-180.72,82.47,-5.06,6,6.72,8,-293.04,16.42,13657.35,-785.71,0
29.43,9.58,-11.91,Low,UK,0.15,-191.6,90.69,-18.62,8,25.38,8,853.56,17.27,14272.07,-1007.34,1027.79
32.55,7.94,-14.13,Very high,USA,392.88,-61.08,157.15,-12.76,8,26.25,12,-119.61,14.62,15755.49,-838.94,2904.53
-41.99,1.16,1.92,Medium,USA,3.15,-206.54,82.58,-13.86,14,11.82,6,770.67,16.25,-2985.34,-936.61,0
-48.67,6.52,0.27,Very low,Europe,0.63,-226.08,47.68,-10.28,6,9.21,14,915.75,12.36,13775.29,-821.36,13.95
-11.8,13.7,-5.94,Very high,Europe,1.29,-166.42,46.15,-13.42,6,13.29,8,1439.22,13.58,17326.67,-1030.66,460.81
-24.69,18.72,-11.07,Very low,USA,0.03,-142.8,75.19,-19.72,8,10.47,6,-70.77,15.79,12266.34,-527,543.83
-10.17,8.38,-17.1,Low,UK,2.88,-136.08,135.13,-11.86,6,5.46,4,1276.47,18.53,15465.92,-927.72,908.92
-50.57,8.08,-3,High,Europe,362.46,-181.28,77.87,-8.9,10,2.79,8,219.09,21.24,17748.27,-917.96,0
-15.53,3.86,-3.93,Low,UK,202.38,-115.5,87.78,-18.82,12,15.87,12,-589.77,19.92,16075.52,-404.45,65.57
-40.56,11.64,2.22,Very low,UK,0.21,-212.12,84.54,-11.3,8,15.93,14,1617,13.13,10159.57,-371.53,1806.31
-11.22,22.26,-12.63,Very low,USA,84.99,-174.82,74.2,-15.56,4,13.68,8,444.9,12.89,15912.99,-687.99,2175.35
6.12,3.92,-28.41,Very low,Rest,4.98,-163.52,47.04,-23.44,4,10.62,12,1245.48,16.15,4029.66,-908.78,0
-8.3,1.38,-10.47,Very low,USA,0.33,-367.28,82.74,-0.92,8,7.14,4,1694.25,18.21,14651.44,49.18,26.4
-15.01,5.64,-11.19,Low,Europe,1.29,-191.44,88.15,-14.72,12,1.26,8,311.13,18.18,17209.91,-825.54,0
26.51,15.72,-8.07,High,UK,0.3,-206.32,142.21,-11.98,12,8.88,6,108.24,14.76,11074.15,-164.25,2018.38
29.77,2.3,-5.88,High,Rest,7.29,-159.42,99.36,-22.14,12,8.13,10,1688.31,15.03,16917.59,-487.83,1460.68
-43.35,6.94,-13.77,High,USA,0.09,-192,126.2,-19.12,12,16.11,12,1569.69,15.47,18068.78,-1143.84,2308.87
-24.31,4.46,-22.08,Very high,UK,2304.21,-293,96.97,-12.28,14,14.31,8,640.74,17.64,16571.78,-1019.31,194.97
-38.15,1.3,-1.11,Very low,Rest,3.84,-172.86,85.54,-10.42,8,10.29,6,984.24,14.71,12078.02,-1057.27,0
18.94,5.68,-20.1,High,USA,207.33,-189.9,72.21,-7.16,12,5.73,8,33.33,12.07,13288.82,-739.88,0
-29.39,10.4,-10.56,Low,Europe,6.27,-228.78,70.3,-9.8,6,42.45,4,140.52,12.55,19776.42,-747.39,659.99
-3.49,13.68,-9.03,Medium,USA,0.54,-190.26,69.22,-10.6,10,18.27,12,1833.48,14,16020.46,-265.09,2733.96
-45.32,17.2,-9.27,High,UK,0.48,-266.58,121.7,-11.72,4,17.55,10,211.41,16.07,18521.47,-1061.49,2260.73
-10.61,11.7,-5.88,Medium,USA,99.87,-201.4,112.34,-13.78,12,2.01,8,59.25,4.83,12728.67,-421.04,584.26
12.15,4.08,-14.88,High,Rest,21,-189.06,29.41,-17.46,4,2.97,6,45.72,11.32,15835.59,-990.86,0
-10.1,6.12,-14.4,Very high,UK,0.03,150.94,47.74,-21.36,14,3.66,6,854.46,13.29,2547.54,-710.66,0
0.17,5.92,-4.92,Very high,UK,0.18,-170.42,113.94,-21.18,6,19.83,12,1665,20.53,7331.16,-472.1,2686.19
14.58,0.82,-17.97,High,USA,18.21,-195.48,70.27,-4.66,8,19.14,8,941.73,8.8,19115.99,-870.01,0
-43.75,18.54,-12.06,Low,Europe,801.03,-189.48,74.55,-21.88,10,19.86,6,200.7,17.63,21690.92,-984.13,269.2
-52.15,6.58,-16.53,Very low,Europe,3.54,-162,175.56,-11.96,12,7.59,8,1341.75,12.29,16584.92,-325.19,998.85
38.94,18.76,-15.48,High,UK,0.63,-136.42,93.69,-7.08,6,1.98,4,487.05,13.59,15835.89,-920.66,906.84
-5.96,9.98,-9.99,Low,Rest,0.03,-148.56,92.58,-17.54,4,6.12,0,638.67,19.45,6536.6,-1012.36,0
0.03,6.9,-1.41,High,Europe,2.85,-153.96,102.03,-12.08,8,17.64,14,509.37,14.76,29823.12,-386.43,1088.68
22.04,10.06,-7.62,Medium,UK,0,-93.78,57.12,-18.98,4,4.26,10,-388.35,12.08,13215.76,-593.76,139.07
-4.31,8.96,-26.79,Very high,Europe,4.2,-161.64,117.11,-19.28,8,23.25,8,1068,14.21,15072.08,-797.72,1274.75
-2.61,1.34,-21.06,Medium,Rest,0.15,-189.46,82.51,-23.32,14,6.36,14,-144.42,21.76,14063.65,-971.72,0
11.03,21.28,0.69,Low,Rest,0.18,-120.14,54.41,-26.34,14,7.02,10,-327.72,11.31,10425.86,-719.91,0
-60.41,9.58,-14.04,Very low,Rest,0,-189.94,103.5,-2.84,10,20.04,10,127.14,12.67,14274.05,-547.34,1789.7
-30.25,3.38,-8.31,Very high,UK,103.74,194.58,108.25,-25.54,10,10.77,6,537.06,22.58,19518.04,-663.86,620.51
-15.55,5.36,-11.4,Medium,Europe,0.09,-197.62,96.76,-16.4,4,19.92,6,4.71,15.66,15685.1,-664.36,429.02
-53.8,12.5,-13.23,High,Rest,2.61,-168.4,64.31,-23.46,8,10.71,12,373.17,13.87,13753.85,-1094.37,616.01
8.69,10.94,-4.23,Low,Rest,0,-243.48,98.7,-16.98,12,6.45,6,-851.04,10.56,18300.31,-1021.49,0
14.74,18.1,-1.89,Low,UK,0,-166.4,78.2,-20.68,6,10.35,2,1744.83,16.74,16941.61,-129.93,1721.82
-6.91,7.18,-6.18,Low,UK,126.36,-237.8,96.3,-26.8,8,5.52,12,227.85,20.26,14676.34,-360.15,680.69
-38.72,4.56,-17.13,Medium,Europe,0.33,-176.52,125.65,-25.96,2,32.97,4,1269.09,14.22,16408.79,-671.82,1491.63
-2.46,3.68,-19.53,Very low,UK,0.03,-143.42,57.22,-10.88,10,37.86,4,-304.92,13.15,13177.64,-638.93,0
-21.26,6.06,4.47,High,Rest,2.01,52.9,61,-18.38,8,7.26,8,720.57,5.41,17441.47,-720.25,30.47
15.78,6.56,-20.43,Medium,USA,0,-58.56,187.63,-11.4,6,9.45,16,-696.39,10.48,15518.38,-974.05,2760.11
19.25,2.84,14.43,Very low,Rest,0.42,-179.78,80.64,-16.42,2,10.77,10,-345.45,15.06,15972.14,-815.16,0
-32.76,5.22,-2.94,Medium,USA,31.11,-129.36,76.41,-12.62,6,12.69,6,-555.42,11.01,14415.22,-539.31,0
-57.5,5.16,2.73,High,Europe,0.18,-195.84,72.46,-20.26,6,5.43,8,1436.46,19.7,17332.6,-696.42,252.58
-22.86,2.06,-6.66,Very low,Europe,0.51,-122.34,105.71,-27.56,2,3.9,10,1686.69,11.04,14056.04,-793.65,336.25
34.01,18.5,1.35,High,Europe,0.27,-173.5,120.35,-20.62,10,15.63,10,461.49,14.41,19725.87,-648.27,1409.07
18.05,5.68,-8.82,Very high,Europe,0.03,-174.26,112.81,-19.02,14,35.01,4,895.68,13.58,21445.12,-128.5,1303.57
-41.41,22.96,-5.97,Medium,USA,0,-174.9,77.19,-17.5,12,7.11,10,928.92,14.84,17384.38,-401.35,2448.55
44.04,9.54,6.45,Very low,Rest,1.26,-140.68,129.01,-23.34,4,18.69,6,-1291.14,17.34,18947.77,-1134.5,357.9
17.97,6.68,-17.82,High,USA,0.09,-136.14,160.14,-17.64,8,9.09,2,219.27,10.61,20536.85,-793.67,1750.53
-30.84,4.34,-22.05,Very high,Europe,142.74,-138.74,83.22,-12,4,3.87,4,-1203.09,12.56,10757.63,-715.43,0
-20.43,3.58,-11.7,High,Rest,10.05,-286.02,98.46,-20.58,8,15,4,719.7,16.4,13695.57,-1044.02,172.21
-12.28,12.82,-12.81,High,USA,0.09,-226.14,79.4,-18.4,8,17.91,6,-18.57,12.26,19051.43,-789.01,1125.95
-0.82,8.72,-15.09,Very high,USA,2869.02,-188.92,106.65,-16.18,2,19.98,12,728.85,12.27,14080.68,-1244.4,2672.58
-1.01,15.18,-6.72,High,USA,0.03,-212.34,104.65,-6.36,10,18.12,4,1693.86,10.47,15517.74,-1080.08,2361.22
-49.51,7.56,-0.9,High,USA,10.17,-195.62,157.41,-21.54,6,8.67,10,682.44,14.74,19288.21,-1072.23,2547.65
34.97,5.48,-8.01,Low,Europe,0.21,-192.5,142.08,-17.64,10,4.65,8,-101.91,11.47,4524.02,-909.77,109.65
-56.49,5.52,-6.36,High,UK,1.08,-254.08,112.56,-9.44,12,20.52,6,258.36,14.6,14896.48,-594.38,923.31
-6.35,2.58,-9.96,High,Europe,15.9,-224.92,114.52,-13.68,10,1.95,8,553.65,12.38,15932.46,-592.71,148.1
-11.69,4.32,-8.76,High,Europe,8.73,-166,106,-22.18,6,6.51,14,-994.56,15.77,15220.49,-579.69,294.22
-16.91,11.54,3.9,Very high,USA,1.68,-266.1,114.58,-24.16,6,17.22,6,665.37,14.75,17002.9,-389.51,2817.77
26.1,4.76,-7.11,Medium,Rest,80.64,-268.02,109.68,-17.48,4,6.33,14,995.61,21.92,13974.95,-799.78,2637.04
-39.7,1.6,1.86,Medium,Rest,6.21,-238,102.57,-24.98,12,7.98,6,892.92,15.51,9347.4,-972.37,0
24.17,9.38,-10.17,Very low,Rest,1.41,-198.18,116.4,-14.86,4,15.72,4,1649.1,19.71,26004.02,-541.18,3250.75
17.78,2.84,-7.44,Medium,UK,0.03,-192.26,99.04,-17.16,8,16.26,10,1146.09,17.2,11424.87,-489.99,1199.99
-21.99,5.5,-13.02,Low,Rest,0.03,-175.56,82.11,-8.32,6,2.37,2,1575.93,14.23,15513.11,-300.35,223.23
-77.21,2.22,-5.22,High,USA,0.6,-276.04,129.34,-17.06,12,5.46,10,-171.81,11.03,14660.86,-1021.4,0
48.2,18.76,-11.55,Very low,USA,14.34,-195.18,59.62,-9.5,14,4.77,4,510.51,14.48,13575.38,-466.11,0
8.18,11.08,-10.86,Very high,Rest,0.42,-247.94,84.96,-12.06,20,6,6,341.16,8.22,16142.31,-918.68,0
-25.59,11.02,-10.62,Low,Europe,0.03,-315.86,87.7,-15.32,10,28.32,10,-280.59,15.75,19703.05,-570.23,583.67
-61.05,17.44,-34.32,Very low,Europe,199.62,-179.14,115.96,-16.18,8,4.8,8,-168.18,14.03,16117.51,-359.57,552.63
-0.95,1.32,-11.88,Very low,USA,1393.95,-161.26,85.41,-16.6,10,24.45,6,405.69,7.52,13808.35,-1045.25,0
-93.27,2.12,-7.95,Very high,Europe,237.81,-148.8,129.24,0.54,6,2.97,12,2565.51,13.29,17634.27,-521.05,1340.44
-25.54,9.04,0.21,Very high,UK,31.05,-156.36,139.3,-5.42,8,13.23,4,723.03,18.06,8105.56,-948.49,1488.69
-42.08,4.62,-3.06,Very high,Rest,1.44,-197.42,128.34,-13.04,10,14.22,10,904.26,12.5,14787.65,-1141.8,2448.73
-53.99,6.78,2.64,Very low,UK,0.99,-221.98,150.17,-8.86,12,2.82,8,-189.87,19.04,20445.55,-595.66,309.24
-47.34,3.7,-6.81,Medium,UK,0.18,-149.86,153.27,-15.54,6,6.69,8,750.84,19.56,6638.96,-579.49,1507.61
-13.25,3.24,-1.35,High,Europe,4.92,-174.6,108.88,-7.14,6,15.66,10,829.17,13.72,10340.55,-301.07,957.84
-48.83,5.18,6.84,Low,Europe,81.36,-53.14,120.09,-16.32,16,7.5,6,-78.84,12.65,11434.74,-360.16,0
9.36,4.2,-15.57,Very high,Rest,6.9,-231.38,116.66,-6.14,2,7.68,4,548.22,15.22,17198.78,-424.54,2905.21
-11.52,3.16,-22.38,Medium,Rest,0.45,-236.48,130.23,-14.4,4,1.38,10,1540.83,16.69,15317.75,-537.92,3096.28
3.14,8.7,-5.79,High,Rest,0.15,-223.06,95.84,-17.62,10,24.33,10,-268.11,9.47,27213.28,-610.78,2617.07
-25,17.08,5.94,High,USA,5.4,-190.4,141.76,-20.58,10,16.92,8,-1039.44,13.12,14302.03,-851.05,2444.47
-25.28,12.24,-2.55,Very low,USA,0.27,-183.72,109.71,-14.42,12,4.68,12,1516.8,13.42,17765.83,-948.69,964.26
-9.73,4.64,-30.03,Very low,Europe,2.22,-87.68,92.77,-14.5,18,46.65,6,1371.36,13.22,12343.76,-963.5,345.92
-6.79,3.72,-17.85,Low,UK,2.1,-182.9,75.66,-18.02,14,3.12,12,1809.75,14.93,17300.45,-1076.48,0
-8.6,1,12.87,Low,USA,0.78,-156.66,69.83,-3.96,10,6.24,6,-542.16,19.07,11798.64,-385.75,0
31.26,13.02,-6.72,Very low,Europe,15.78,-173.34,69.3,-21.46,10,19.38,8,-638.64,13.46,15499.12,-1015.54,0
-53.35,8.72,3.21,Very high,UK,3.81,-219.14,88.05,-22.32,10,1.14,10,-451.17,11.49,14889.56,-1079.05,0
57.69,8.26,-4.53,Medium,UK,46.2,-162.08,45.9,-24.68,8,11.76,10,749.25,12.54,18388.21,-456.23,353.81
16.75,7.44,-6.63,Low,UK,0,-280,107.34,-10.84,6,16.89,8,-244.17,32.11,3326.55,-1324.06,224.28
-5.43,3.7,-15.39,Very low,UK,5.19,-211.08,124.26,-23.02,10,29.22,8,412.5,19.35,8478.73,-522.14,1230.7
-64.94,13.02,-14.25,Very low,UK,38.55,-169.8,103.8,-26.64,2,19.26,12,1905.87,15.32,16371.71,-442.67,2698.37
-70.5,17.84,-11.61,Low,Europe,26.58,-241.42,103.71,-5.6,8,7.65,12,-130.98,18.76,15526.81,-789.12,578.59
8.58,1.78,-13.44,Medium,Europe,267.78,-95.94,110.3,-13.82,6,3.81,10,1081.32,18.6,14384.94,-922.59,192.76
-46.15,28.46,6.99,Very high,UK,16.62,-187.36,55.48,-13.3,2,14.49,8,-8.07,15.79,18299.98,-827.42,2165.36
-21.09,20.7,-14.04,Medium,UK,0.06,-95.64,57.35,-10.62,12,17.67,6,2079.6,12.75,16913.41,-496.73,1668.04
10.7,20.52,-11.85,Very high,Rest,0.75,-222.26,127.93,-2.92,14,19.56,8,1300.83,14.38,22429.56,-446.65,3789.63
-10.19,3.58,-4.29,Very high,USA,0.24,-88.8,121.38,-14.66,4,29.16,6,41.85,17.22,19391.52,-670.39,2673.51
30.09,1.6,-9.18,Low,Rest,14.28,-173.18,78.24,-17.28,16,9.45,4,935.16,17.75,16593.16,-548.71,0
-8.17,3.8,-7.44,Very low,USA,20.07,-331.84,97.8,-9.66,8,6.39,2,32.28,12.73,19470.7,-402.15,0
-21.54,3.58,-12,Medium,Rest,36.99,-157.92,74.56,-7.7,4,6.78,8,-240.15,9.16,12266.57,-369.75,80.16
-7.02,2.06,-13.8,Very high,USA,0.18,-205.04,82.12,-25.34,4,0.51,6,260.43,13.53,21005.07,-1080.56,0
55.9,11.44,-5.61,Very low,USA,421.17,-180.94,28.48,-24.62,8,7.56,12,342.54,6.98,17450.33,-1015.48,0
-39.11,11.5,-14.82,Very high,Rest,0.12,-34.04,151.59,-14.56,14,15.75,10,326.07,13.76,19452.46,-847.92,3574.85
-21,11.08,-20.13,Very low,Rest,0,-193.98,105.37,-9.66,4,14.88,10,-255.48,15.81,10183.95,-833.44,1679.11
5.42,3.92,-14.55,Very low,Europe,6.18,-429.86,59.08,-9.56,12,5.49,4,1758.42,14.91,13725.58,-826.87,0
-5.57,8.88,-17.49,Low,Rest,27.21,-231.96,78.68,-16.24,8,21.81,4,540.27,15.11,13415.9,-317.64,1318.04
-33.93,26.4,-5.28,Medium,UK,24,-285.14,62.63,-11.28,10,8.31,6,-245.1,12.09,15442.01,-1436.3,99.84
-60.98,6.26,0.21,High,Europe,0.09,-238,75.05,-20.62,10,0.87,6,1343.58,17.86,8744.65,-718.1,19.96
-49.88,8.44,-11.43,Medium,USA,6.36,-110.8,53.92,-9.36,8,12.27,8,-244.02,20.43,14971.05,-953.14,0
3.46,2.96,-16.38,Medium,USA,0,-160.12,119.19,-23.08,2,13.41,8,1032.51,14.13,14423.91,-577.86,2427.17
-29.36,1.28,-6.06,Medium,Europe,2228.97,-227.08,119.1,-10.6,10,4.56,8,-485.58,10.15,22879.08,-561.68,0
24.79,2.26,-11.73,Low,UK,0.09,-231.38,85.5,-5.32,10,3.72,8,120.81,8.8,15859.98,-522.38,0
-22.06,3.38,-3.9,Very high,UK,209.4,-160.52,99.38,-4.26,8,11.28,4,270.42,12.69,24462.06,-906.84,172.52
-50.22,3.5,-20.4,High,Europe,0.33,-257.78,104.69,-16.24,6,15.45,8,1755.54,14.22,6550.18,-667.93,845.63
11.95,16.3,-3.45,Very low,Rest,0,-102.96,81.97,-22.02,12,4.29,12,355.98,14.47,15192.77,-766.34,298.69
20.51,3.2,5.61,Low,Europe,0.24,-157.64,141.09,-19.6,6,2.94,6,209.4,18.9,13088.1,-435.5,322.29
-43.66,13.1,-10.11,Very high,Rest,0.48,-244.56,69.82,-8.86,4,11.37,4,56.4,11.11,5492.65,-693.51,1454.05
-30.5,2.76,-16.92,Very low,Europe,49.5,-145.7,144.78,-14.52,6,6.45,4,2013.36,14.61,18971.73,-711.86,475.87
-0.22,4.72,-7.59,Low,Europe,0.09,-136.86,9.91,-5.86,12,21.54,10,737.91,11.54,14497.65,-320.63,0
30.62,4.88,-4.98,Very low,Rest,12.12,-232.38,95.93,-19.8,4,0.93,8,1891.56,16.6,15517.65,-974.57,204.7
34.31,5.68,-22.17,Low,UK,0,-349.24,57.9,-3.94,2,11.97,8,1446.6,15.39,13726.04,-740.22,579.51
19.26,1.44,-16.92,Medium,USA,4.47,-147.54,81.9,-15.16,10,18.24,4,247.44,15.02,14279.17,-884.64,0
-39.21,20.8,-12,Very high,Rest,28.71,-187.1,74.35,-15.28,8,8.85,4,-451.2,16.91,14686.91,-580.07,1783.97
-28.37,1.36,-10.5,Very high,USA,1.95,-402.4,102.55,-13.44,8,17.16,6,274.98,11.54,17073.31,-931.12,307.93
-34.91,10.38,-14.1,Very low,USA,0.66,-182.24,117.98,-7.68,10,1.71,10,533.1,15.53,21426.06,-1216.81,0
-20.45,13.28,4.32,Low,Europe,74.94,-163.22,60.71,-14.8,16,1.83,4,631.62,13.46,14293.18,-965.62,0
0.71,12.18,-14.94,High,USA,0.03,-172.3,117.47,-27.56,6,1.23,10,1317.48,13.59,15301.11,-1104.48,2137.38
6.86,9.68,-17.04,High,Rest,2.34,-374.38,110.66,-22.72,8,25.14,6,377.28,10.09,15969.54,-1107.31,2611.21
-20.34,11.14,-8.22,Very low,UK,2.31,-209.4,121.59,-8.4,6,5.13,6,-1198.02,15.13,20717.05,-791.28,0
-57.63,3.04,-15.51,Low,Rest,20.67,-222.02,115.77,-14,2,9.96,8,1588.8,12.62,15331.4,-1074.23,1694.88
-51.26,11.5,-4.5,Very low,USA,86.28,-296.08,76.99,-15.74,6,20.73,4,336.06,11.27,16604.42,-678.81,338.04
21.38,19.46,-1.05,Medium,Rest,3.6,-196.88,67.96,-15.16,8,7.83,0,9.45,18.25,14356.72,-695.13,128.47
9.55,11.14,-15.63,Medium,Europe,320.61,-260.58,113.63,-28.02,10,7.92,12,-797.07,-1.8,16850.34,-617.98,339.11
-3.48,6.5,-4.83,Very high,Europe,1.62,-265.06,120.54,-17.58,8,21.39,8,1008.18,16.44,10878.88,-747.24,1133.97
-34.72,27.36,-1.17,Medium,USA,0,-143.48,111.73,-15.76,2,9.24,6,-996.3,15.24,14301.5,-817.76,2689.26
-51.51,8.76,-16.71,High,Rest,20.1,-215.76,80.69,-18.78,16,12.96,12,198.03,12.96,19928.1,-645.73,310.13
11.59,12.98,-15.39,Medium,USA,9.03,-149.2,106.85,-19.8,10,5.34,10,543.06,13.45,19131.13,-799.8,1257.68
1.26,3.96,-17.28,Medium,Europe,15.84,-234.52,91.51,-18.2,2,8.91,10,-1071.18,12.14,11991.03,-576.94,133.26
8.97,5,-2.1,Low,USA,0.3,-178.36,109.06,-7.28,2,29.37,6,449.19,10.32,19748.21,-540.08,2537.01
-88.95,3.88,-0.84,Low,USA,2.64,-160.98,108.04,-14.98,6,2.82,4,1028.88,18.99,14276.06,-436.25,75.07
-62.51,3.04,-12.63,Low,USA,0.18,38.62,127.78,-15.04,2,11.88,4,1140.24,10.15,14525.83,-273.15,2336.02
9.6,3.28,-6.33,High,UK,6.72,-248.14,68.57,-19.4,12,15.18,8,707.58,12.79,18147.23,-308.8,371.23
-19.75,13.18,-5.73,Medium,USA,6768.72,-167.6,104.83,-8.44,6,1.38,8,1767.3,16.11,11087.01,-1067.12,1602.56
-41.96,6.3,-17.97,Very high,Rest,144.75,-24.82,53.3,-17.88,2,17.22,10,-554.19,14.8,16745.04,-1197.84,119.68
38.12,0.8,-10.65,Low,USA,4.2,-278.26,141.88,1.62,4,4.35,14,-290.01,16.69,14250.07,-529.81,1506.61
-16.68,13.22,-15.54,Low,UK,2.19,-306.26,129,-8.96,8,12.03,10,1405.65,13.86,15890,-526.3,2144.57
49.45,7.16,2.55,Very high,Europe,0.21,-294.2,62.14,-8.36,4,19.23,12,453.72,17.3,13289.58,-532.57,814.47
-12.12,15.94,-10.8,Very high,UK,102.6,-223.4,110.24,-20.4,6,2.94,10,1335.63,14.39,6143.13,-225.41,2560.01
27.41,6.2,-15.75,High,Europe,1.77,-169.74,95.63,-21.5,12,13.74,10,-1495.8,14.41,7635.98,-659.52,0
-41.21,6.82,-10.86,Very high,UK,1.41,-98.62,123.78,-12.02,8,5.31,14,1412.34,10.87,8747.71,-1207.46,1489.92
-31.21,4.7,-17.76,Very high,Rest,24.69,-177.08,94.55,-24.66,6,7.8,4,1473.84,16.46,16510.96,-686.08,1515.56
3.03,4.1,-6.72,High,Rest,0.27,-270.9,77.41,-6.92,12,13.05,8,-451.02,12.25,29490.49,-264.78,58.02
-3.87,3.6,-15.06,Medium,USA,225.99,-154.02,100.17,-12.04,14,14.58,8,-1138.38,13.6,14506.56,-206.79,0
-32.26,5.18,-5.82,Very low,USA,9.81,-180.92,54.3,-9.42,8,9.99,4,-231.33,15.55,1857.45,-343.62,0
-32.18,2.6,-19.68,Low,Europe,0.6,-280.52,93.32,-25.6,2,1.83,10,339.15,20.34,16620.1,-73.29,367.03
33.06,6.44,-10.74,Low,Europe,1.65,-212.42,72.2,-5.38,20,6.78,4,874.56,15.21,11587.93,-900,0
-8.75,3.6,-17.16,Low,USA,4.32,-110.98,91,-15.66,8,20.4,10,-226.35,12.74,14310.29,-556.14,323.48
8.15,0.76,0.45,Low,UK,0.6,-343.18,106.35,-11.1,10,8.07,10,21.15,14.26,18104.32,-829.24,0
-37.8,7.86,-7.26,High,Europe,0.45,-133.18,160.63,-16.5,8,13.2,10,1096.08,14.39,14244.02,-434.3,1727.23
-9.15,0.12,-9.36,Very high,Rest,11.61,-407.06,67.81,-15.82,8,14.43,2,250.35,6.94,16493.92,-537.29,0
-12.36,6.2,-18.33,Medium,USA,0.12,-234.96,78.87,-10.3,8,18.78,18,608.88,19.11,16585.79,-413.46,2439.73
2.62,15.38,-20.31,High,UK,1.83,-152.46,56.61,-29.62,8,26.4,10,388.83,3.86,8183.21,-851.11,1379.56
-41.85,16.32,-6.21,Medium,USA,4.2,-216.3,169.48,-10.74,6,14.91,14,-1075.5,17.58,15545.14,-664.31,2920.2
13.46,2.64,-8.67,Medium,UK,0.81,-134.12,62.3,-14.9,6,12.6,6,-1078.23,8.95,15133.72,-1045.61,0
-65.56,11.38,-19.62,Low,UK,6.21,-341.08,85.16,-20.76,4,5.4,6,-474.57,22.02,14420.86,-1067.22,0
-19.41,8.6,-10.8,Very high,Rest,10.56,-301.52,127.36,-8.6,6,0.99,6,1112.4,10.12,14991.49,-306.67,3465.82
-53.09,0.54,-12.18,Medium,Europe,3.06,-185.76,101.96,-6.46,8,10.35,8,-477.84,14.15,22000.24,-971.65,0
-23.42,6.52,0.54,Very high,Europe,197.22,-217.82,38,-15.72,6,4.05,0,-912.93,20.61,11669.05,-927.8,0
-80.08,3.64,-14.82,High,UK,0.03,-195.7,97.15,-12.9,10,9.36,14,485.04,13.85,19882.53,-983.3,523.09
1.38,2.38,-1.2,Very high,Rest,0.09,-23.54,125.9,-18.86,4,29.46,4,-1253.04,1.92,17769.85,-439.39,3102.52
5.81,14.08,8.34,Low,UK,0.09,-164.92,67.04,-25.88,4,2.31,6,-955.89,21.14,15490.47,-864.44,0
-30.93,15.14,-9.18,Very high,Europe,5.55,-196.66,69.26,-9.58,8,17.7,12,163.44,15.12,15375.54,-728.1,831.34
8.92,10.02,-9.27,Very high,UK,44.34,-126.82,104.6,-20.72,6,15.96,0,-968.16,12.54,14684.14,-393.35,815.31
-22.55,4.14,-0.39,Very high,Europe,3.33,-249.68,95.88,-19.74,8,16.14,8,-987.78,9.4,16357.73,-99.93,447.14
13.14,2.64,12.33,High,Europe,27.51,-88,77.81,-6.76,16,31.65,10,-1587.15,14.84,22965.31,-296.52,60.5
-65.17,6.48,-18.27,High,USA,0.15,-187.62,112.39,-19.04,14,11.43,10,482.85,1.3,15607.86,-1032.87,203.69
-44.47,8.78,-7.32,Very high,UK,1.14,-50.24,107.89,-10.32,12,25.71,4,-41.79,15.01,17936.4,-1411.96,471.76
-14.8,4.04,-19.32,Medium,UK,262.56,-113.08,111,-5.38,6,38.25,6,-1373.97,14.54,18909.9,-848.31,908.4
-25.39,1.64,-5.85,Very high,Europe,1.77,-251.98,126.97,-17.54,4,13.35,0,1602.75,10.25,17862.66,-1101.27,475.9
-42.44,3.94,2.97,Very high,Rest,4.44,-139.64,117.78,-11.06,6,10.95,6,-205.02,13.66,15064.94,-670.35,1417.98
26.03,10.48,-8.7,Low,Europe,6.36,-219.7,122.93,-2.88,2,9.42,4,-155.76,13.37,12581.38,-1229.4,214.38
-3.77,11.38,-25.17,High,UK,6.51,76.44,35.98,-16.28,8,10.95,12,1151.85,10.78,9380.93,-1228.74,164.72
17.19,11.96,-2.73,Very high,UK,0,-189.62,90.32,-19.98,4,1.86,6,1141.23,15.4,10596.46,-373.23,1605.31
-80.06,5.18,-17.28,High,Europe,0,-123.2,80.87,-21.82,4,23.1,12,128.31,18.93,18093.93,-684.65,756.11
-35.5,13.46,-8.64,High,Rest,0.06,-242.92,53.96,-15.6,4,6.21,4,849.99,19.06,10176.68,-1176.54,74.95
15.03,7.38,-4.92,Very high,UK,13.44,14.64,107.04,-10.88,10,9.75,6,2145.15,17.07,15735.45,-450.58,1699.59
-73.3,8.32,-9.57,Medium,USA,46.98,-245.42,146.48,-15.9,10,16.62,10,1659.99,6.64,17570.14,-625.5,2830.23
-33.93,1.56,-5.19,Very high,Europe,0.03,-317.04,124.13,-16.3,6,5.55,6,2261.97,7.15,14342.26,-811.83,756.18
-10.6,13.66,-4.38,High,Europe,1.56,-260.42,78.4,-11.12,10,11.13,6,-1138.62,19.29,19613.8,-578.02,83.31
-22.69,14.08,6.48,Low,USA,0.57,-156.2,80.17,-24.38,8,33.48,2,587.76,19.81,24092.07,-604.97,2115.61
-69.13,1.66,-2.7,High,USA,35.31,-129.12,122.36,-13.98,8,12.69,12,131.07,12.88,14303.11,50.58,2511.1
