F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,Class
-17.07,-27.78,31,13.42,-8.61,4.68,9.94,-30.98,-488.72,2,-5.43,135.66,0.59,1.68,,False
-9.96,-25.11,62,12.18,-7.56,3.78,10.1,-34.98,-468.72,2,-3.36,75.66,0.54,2.21,,False
0.75,-14.25,45,15.16,-4.07,15.9,14.97,-56.98,-828.72,20,10.77,289.66,7.55,-2.23,,False
5.37,-14.49,130,12.96,-2.41,15.6,15.42,-36.98,-588.72,20,12.6,119.66,9.9,-3.83,6.43,True
-23.64,-25.56,7,14.88,-8.01,0.03,10.21,-30.98,-428.72,2,-1.23,73.66,0.07,1.34,,False
-1.89,-12.99,280,10.54,-3.86,44.25,14.82,-36.98,-578.72,20,8.01,199.66,7.3,-2.14,5.52,False
-7.53,-23.43,30,14.98,-9.86,4.71,10.04,-34.98,-434.72,2,-3.48,69.66,0.79,2.62,6.78,True
-17.28,-31.29,3,12.58,-7.05,4.17,10.43,-30.98,-420.72,2,-3.12,69.66,0.53,2.19,7.16,True
5.34,-18.84,55,10.94,-3.28,18.6,16.07,-76.98,-558.72,20,13.83,39.66,6.65,-3.13,,False
-4.17,-16.38,175,16.68,-3.17,18.9,17.97,-36.98,-868.72,20,3.12,289.66,5.1,-1.56,,False
-1.02,-14.52,180,8.3,-4.03,40.5,15.62,-56.98,-848.72,20,10.02,-60.34,7.2,-1.57,3.91,False
-8.22,-23.85,5,11.72,-8.25,4.92,10.19,-30.98,-452.72,2,-0.87,109.66,0.12,3.16,,False
-10.26,-24.27,25,12.18,-9.01,0.81,9.99,-34.98,-446.72,2,-4.77,67.66,0.63,1.69,4.95,False
0.36,-20.46,65,10.18,-3.23,19.5,15.77,-56.98,-808.72,20,11.64,79.66,7.7,-0.49,5.35,False
-8.97,-27.96,20,15.94,-8.44,2.94,9.67,-30.98,-460.72,2,-0.27,83.66,0.89,2.63,6.48,False
6.21,-14.61,335,12.66,-3.77,18.75,16.72,-56.98,-598.72,20,11.04,149.66,7.9,-2.6,,False
8.1,-8.4,180,12.74,-2.32,29.25,18.47,-36.98,-498.72,20,14.31,259.66,7.05,-4.15,5.25,True
5.4,-16.02,260,11.48,-3.62,42.9,15.52,-36.98,-538.72,20,0.93,119.66,7.05,-1.68,,False
1.02,-12.84,110,11.34,-4.41,24.9,15.02,-36.98,-398.72,20,7.47,99.66,5.05,-1.83,4.01,False
-11.13,-28.86,52,13.22,-7.96,1.29,10.4,-30.98,-464.72,2,0.54,95.66,0.85,1.28,,True
-10.83,-24.78,9,14.76,-8.05,2.91,10.07,-30.98,-492.72,2,-0.03,75.66,0.64,1.38,,False
6,-6.78,190,15.02,-2.34,19.05,19.42,-36.98,-718.72,20,11.7,229.66,8.85,-2.5,,True
-12.39,-25.77,6,12.96,-11,1.71,10.31,-26.98,-424.72,2,-5.25,113.66,0.88,0.9,,True
1.35,-12.84,130,10.16,-4.24,18.3,16.57,-56.98,-848.72,20,13.83,79.66,8.55,1.05,,True
5.52,-7.98,330,12.18,-2.48,16.65,17.07,-56.98,-758.72,20,13.08,79.66,9.7,-1.72,,False
-7.77,-24.42,17,14.2,-7.85,4.89,10.03,-30.98,-446.72,2,0.24,135.66,0.71,2.14,,False
-6.15,-17.61,360,16.58,-3.67,20.7,15.82,-56.98,-678.72,20,10.26,19.66,5.75,-2.5,5.48,False
-9.51,-25.2,46,11.58,-10.03,6.09,9.89,-32.98,-462.72,2,-2.16,99.66,0.47,2.31,,False
7.59,-8.22,160,12.08,-2.86,19.65,16.62,-56.98,-438.72,20,11.61,79.66,7.35,-3.98,6.21,True
7.26,-12.48,245,11.5,-3.07,22.2,17.77,-56.98,-518.72,20,14.49,129.66,8.35,-1.85,,True
-11.1,-32.04,20,12.96,-7.91,1.86,10.5,-34.98,-424.72,2,-0.75,67.66,0.14,3.7,6.24,True
-11.58,-28.44,0,11.22,-8.73,1.02,9.55,-32.98,-426.72,2,-7.2,61.66,0.76,1.4,,False
-8.07,-28.44,22,14.12,-7.32,3.15,10.11,-26.98,-476.72,2,-8.1,105.66,0.93,2.01,6.33,True
5.43,-11.16,320,10.28,-3.01,34.95,15.32,-76.98,-408.72,20,9.75,69.66,9.5,-0.73,,True
-2.52,-12,80,10.58,-2.24,22.65,15.97,-56.98,-578.72,20,10.41,179.66,10.05,-3.8,,True
4.53,-13.11,385,14.1,-3.11,22.5,14.92,-56.98,-798.72,20,10.2,159.66,9.55,-0.68,,False
2.97,-16.32,25,12.28,-5.94,21.15,14.92,-56.98,-508.72,20,7.05,259.66,5.65,-1.52,5.61,False
-12.45,-32.79,54,13.14,-9.19,3.21,10.21,-30.98,-494.72,2,-6,87.66,0.65,2.11,4.97,False
4.29,-12.54,105,10.46,-3,31.35,18.27,-36.98,-878.72,20,12.42,129.66,5.9,-2.54,,True
0.12,-18.48,315,9.1,-3.78,43.35,16.32,-56.98,-728.72,20,9.48,-10.34,5.65,-2.61,5.61,False
-12.33,-25.35,0,12.04,-7.53,2.25,10.1,-28.98,-434.72,2,-2.58,91.66,0.42,1.88,,False
-11.58,-25.17,19,13.06,-7.16,0.72,10.13,-30.98,-418.72,2,-1.41,125.66,0.58,1.36,,True
-13.47,-27.21,33,12.56,-8.07,3.9,9.53,-34.98,-416.72,2,-7.98,79.66,0.46,6.13,,False
-8.64,-36.93,6,13.72,-8.08,3.84,10.01,-30.98,-466.72,2,0.03,97.66,0.68,1.71,,False
-10.29,-29.28,31,16.06,-7.49,2.88,9.71,-34.98,-434.72,2,0.57,61.66,1.06,1.62,,True
-11.04,-25.68,7,11.72,-8.11,1.89,9.75,-34.98,-470.72,2,-3.03,73.66,1.07,1.93,5.07,True
5.43,-15.78,375,12.8,-4.09,22.8,19.57,-56.98,-598.72,20,10.02,19.66,5.6,-0.76,6.28,True
-12.6,-45,34,12.34,-11.76,2.97,10.11,-30.98,-438.72,2,-1.02,127.66,0.66,2.12,7.89,True
-7.92,-24.6,3,12.2,-7.7,2.37,10.29,-34.98,-452.72,2,-2.49,75.66,0.17,4.84,,True
6.45,-18.06,220,12.58,-4.19,37.8,18.22,-56.98,-788.72,20,15.09,239.66,6.45,-3.63,,True
-9.12,-24.87,49,13.36,-8.03,4.77,10.1,-34.98,-436.72,2,-2.28,71.66,0.16,5.35,,False
3.48,-12.57,65,9.94,-3.59,28.65,14.87,-36.98,-828.72,20,11.46,189.66,8.7,-2.28,,False
5.1,-12.33,100,9.68,-3.09,40.35,15.22,-36.98,-558.72,20,14.13,249.66,8.3,-1.94,5.84,True
-9.3,-32.85,3,12.4,-7.55,5.04,9.78,-30.98,-482.72,2,-2.34,79.66,0.47,3.52,,True
1.74,-12.6,165,9.08,-4.83,43.5,15.72,-56.98,-608.72,20,10.47,-100.34,5.35,-1.09,,False
5.16,-9.15,190,10.58,-3.05,37.65,18.47,-56.98,-788.72,20,7.74,259.66,5.25,0.82,7.08,True
4.44,-11.13,120,11.6,-3.87,19.05,15.87,-56.98,-818.72,20,13.2,-50.34,8.55,-2.52,5.78,True
-9.06,-24.63,48,16.52,-7.36,3.96,10.28,-34.98,-474.72,2,0.3,85.66,0.04,5.7,5.86,False
-2.31,-13.8,170,14.36,-2.75,17.25,18.17,-36.98,-788.72,20,14.13,109.66,8.3,-3.47,,True
-10.65,-24.27,39,12.92,-7.25,3.96,10.43,-30.98,-492.72,2,-6.57,121.66,0.74,1.4,6.46,True
6.06,-14.94,350,13.92,-3.42,18.15,17.22,-56.98,-588.72,20,14.64,39.66,5.35,-3.47,5.3,False
-8.58,-27.75,36,16.16,-7.9,4.44,10.15,-34.98,-490.72,2,-2.07,87.66,0.46,1.36,,False
-8.73,-23.85,70,14.22,-7.77,2.97,10.2,-34.98,-482.72,2,0.3,91.66,0.69,2.77,7.79,True
0.33,-12.03,265,13.44,-3.55,16.65,15.77,-56.98,-608.72,20,12.72,289.66,7.25,-1.94,,False
-10.26,-25.59,27,15.18,-7.96,5.61,10.2,-30.98,-484.72,2,-5.52,111.66,0.39,2.28,,False
6.72,-11.67,355,16.6,-3.89,19.95,17.17,-56.98,-698.72,20,15.27,129.66,7.35,-3.64,,False
-1.11,-17.82,95,10.08,-4.76,19.35,14.97,-76.98,-748.72,20,5.28,9.66,5.25,-0.84,4.58,False
-7.47,-24.21,3,12.44,-7.63,0.24,10.13,-30.98,-486.72,0,-1.44,75.66,0.9,1.44,,True
0.39,-8.1,365,13.66,-2.04,17.7,18.07,-56.98,-698.72,20,16.08,269.66,7.65,-3.98,4.95,False
6.42,-9.36,150,12.18,-4.46,25.95,15.72,-56.98,-628.72,20,15.12,199.66,9,-2.7,,True
1.5,-8.01,350,18.26,-2.48,16.05,18.92,-36.98,-708.72,20,14.46,219.66,8.2,-2.63,,False
-0.87,-11.22,270,17.24,-2.21,25.2,18.12,-36.98,-878.72,20,5.55,149.66,8.7,-3.9,,False
-12.87,-24.09,13,13.02,-7.56,3.21,10.37,-26.98,-454.72,2,-2.01,115.66,0.17,1.2,,False
-3.72,-15.15,315,10.14,-4.12,44.85,14.52,-76.98,-738.72,20,7.2,-30.34,7.05,-1.93,4.31,False
-9.6,-34.29,4,16.9,-10.62,3.87,10.29,-26.98,-436.72,2,-2.85,125.66,0,1.9,5.12,False
-0.18,-15.09,30,8.82,-5.86,27.3,14.52,-56.98,-788.72,20,6.87,159.66,6.95,0.52,4.65,False
4.89,-17.94,45,12.88,-3.7,31.65,16.72,-36.98,-758.72,20,12.84,259.66,6.8,-2.25,4.98,False
4.59,-17.1,260,16.6,-3.39,21.15,15.62,-36.98,-578.72,20,10.17,119.66,7.1,-2.88,,False
3.24,-13.29,65,12.56,-2.99,19.65,16.62,-36.98,-798.72,20,12.84,159.66,8.35,-3.59,,True
-8.73,-25.56,21,10.94,-7.69,4.14,10.43,-34.98,-492.72,2,-0.93,81.66,0.04,3.1,6.79,True
-0.03,-13.5,370,13.52,-3.62,21.45,14.77,-56.98,-788.72,20,10.29,129.66,9.1,-2.22,,False
5.19,-10.32,65,11.9,-5.35,32.4,16.32,-36.98,-588.72,20,11.07,279.66,6.2,-3.27,6.74,False
2.31,-15.75,100,13.02,-3.64,26.85,15.62,-56.98,-738.72,20,9.93,219.66,6.5,-1.36,5.41,False
-8.67,-25.62,2,11.34,-8.18,5.73,9.8,-30.98,-410.72,2,-0.69,109.66,0.4,3.66,,False
-11.34,-24.06,56,12.3,-10.25,4.68,10.33,-30.98,-434.72,2,-1.71,85.66,0.15,2.69,5.52,False
-7.98,-26.88,21,12.04,-11.48,2.13,10.19,-26.98,-440.72,2,-4.05,125.66,0.87,1.42,7.4,True
-13.62,-27.63,49,16.64,-8.61,3.39,9.87,-34.98,-458.72,2,-0.33,83.66,0.8,1.6,5.17,False
-0.9,-18.54,345,11.64,-5.54,28.2,15.02,-76.98,-848.72,20,7.38,-80.34,6.2,-0.68,,False
0.99,-17.4,305,17.6,-4.94,34.05,14.82,-56.98,-808.72,20,5.19,249.66,6.9,-1.83,4.64,False
-4.14,-20.28,220,13.62,-4.96,20.7,14.72,-36.98,-728.72,20,6.18,229.66,5.3,1.74,,False
-12.87,-27.27,16,13.9,-7.81,1.86,10.43,-30.98,-494.72,2,-1.14,89.66,0.6,1.87,6.69,False
-7.17,-19.56,290,15.62,-6.1,25.95,14.42,-36.98,-638.72,20,9.87,109.66,6.65,-1.54,,False
-10.08,-27.84,4,12.34,-7.47,3.87,10.15,-26.98,-454.72,2,-4.65,119.66,0.81,1.53,,True
-9.15,-24.36,23,12.44,-7.21,5.04,10.13,-26.98,-428.72,2,0.21,109.66,0.61,1.55,,True
-2.07,-16.14,140,11.38,-5.75,40.5,15.47,-56.98,-818.72,20,8.25,9.66,6.1,2.01,4.55,False
6.72,-8.34,185,10.88,-3,32.85,18.87,-56.98,-668.72,20,10.26,279.66,5.05,-1.9,,True
2.31,-11.19,140,16.78,-3.57,15.9,14.67,-76.98,-458.72,20,4.47,-30.34,7.7,-2.35,,True
4.23,-11.1,250,10.02,-3.06,32.7,16.22,-56.98,-778.72,20,5.22,9.66,7.3,-1.33,,False
4.86,-10.56,85,10.48,-2.56,27.3,16.57,-36.98,-468.72,20,15.54,159.66,7.15,-1.42,,True
-11.04,-28.65,3,15.94,-13.5,3.99,9.95,-26.98,-484.72,2,-2.07,119.66,0.63,1.47,,False
-12.48,-24.51,66,12.26,-7.6,2.91,10.19,-28.98,-422.72,2,-0.15,99.66,0.83,1.57,,True
1.56,-11.28,240,11.72,-4.49,28.5,15.52,-56.98,-508.72,20,12.63,219.66,6.7,-1.85,4.28,False
-9.57,-26.04,22,11.96,-7.92,2.64,10.25,-30.98,-442.72,2,0.57,105.66,0.85,1.22,,True
7.11,-7.95,340,16.28,-3.49,24,17.97,-36.98,-698.72,20,11.1,119.66,7.8,-3.71,,False
-9.81,-27.9,8,11.58,-8.26,3.15,10.36,-34.98,-462.72,2,-1.86,89.66,0.27,1.66,,True
-8.64,-24.63,29,11.02,-10.08,5.37,9.77,-30.98,-494.72,2,-1.71,69.66,0.69,3.39,,False
-7.71,-26.43,61,14.6,-8.25,3.93,10.49,-26.98,-430.72,2,1.41,119.66,0.68,2.17,4.76,True
-7.56,-36.57,13,12.84,-8.08,3.78,10.34,-30.98,-470.72,2,-4.14,73.66,0.95,1.14,6.42,True
-11.16,-32.46,13,16.74,-13.32,4.83,10.3,-30.98,-424.72,2,-0.27,93.66,0.59,1.93,5.99,True
-7.56,-25.47,23,16.92,-8.31,0.54,10.51,-30.98,-436.72,0,1.32,63.66,0.13,1.27,5.22,True
5.73,-16.44,35,9.66,-2.18,17.4,18.72,-36.98,-618.72,20,16.11,99.66,5.3,-3.4,7,True
-7.74,-26.28,1,13.9,-9.27,1.08,10.27,-30.98,-448.72,2,-0.72,75.66,0.3,1.18,,False
1.08,-11.43,215,8.68,-3.06,35.25,17.47,-56.98,-688.72,20,13.02,49.66,5.5,-1.43,,True
-0.03,-20.85,55,10.76,-3.21,34.8,15.57,-56.98,-608.72,20,13.2,139.66,6.85,-1.79,,False
-20.61,-25.89,15,14.28,-8.19,4.8,10.45,-30.98,-468.72,2,-4.89,87.66,0.32,3.02,,True
3.69,-7.17,370,13.66,-4.03,33.45,17.32,-56.98,-398.72,20,-6.36,279.66,8.25,-2.36,6.85,True
7.62,-12.33,105,14.78,-4.08,22.05,17.27,-56.98,-748.72,20,15.87,199.66,9,-3.99,,True
4.71,-12.84,260,9.96,-3.71,23.25,14.12,-56.98,-418.72,20,13.05,9.66,9.15,-3.28,,True
-9.36,-24.9,7,11.14,-7.88,4.44,10.39,-34.98,-414.72,2,0.96,83.66,0.2,5.14,6.89,True
-7.14,-24.87,28,13.28,-7.04,2.19,10.46,-30.98,-424.72,2,-0.24,111.66,0.44,2.69,,True
5.01,-12.39,105,10.96,-4.14,19.35,14.97,-36.98,-658.72,20,7.65,139.66,8.45,-2.68,,False
-9.15,-23.88,8,12.24,-7.39,0,9.83,-30.98,-488.72,2,-0.93,61.66,0.92,7.21,,False
-7.8,-26.61,25,16.94,-7.43,5.04,9.86,-30.98,-416.72,2,0.54,131.66,0.8,1.24,,False
0.03,-13.71,315,12.14,-3.43,39.3,14.52,-56.98,-618.72,20,12.3,169.66,8.25,-1.69,,False
0.3,-14.85,95,13.62,-3.88,30.6,14.52,-56.98,-498.72,20,11.25,209.66,6.1,-2.3,,False
-8.58,-24.75,4,16.76,-8.25,5.04,9.6,-30.98,-424.72,2,-3.72,119.66,0.4,1.5,,False
-8.13,-25.77,20,12.16,-6.92,6.12,10.42,-26.98,-438.72,0,-0.9,121.66,0.79,1.73,,True
6.93,-9.99,330,16.24,-4.18,18.6,17.27,-36.98,-478.72,20,9.45,119.66,7.25,-3.63,5.33,False
0.27,-10.35,10,11.3,-3.95,27.6,16.02,-56.98,-608.72,20,13.14,229.66,7.1,-1.15,5.98,True
5.73,-10.95,225,14.48,-4.26,18.6,14.92,-36.98,-488.72,20,7.53,279.66,8.6,-1.28,4.87,False
5.88,-7.98,330,13.24,-2.09,38.55,18.57,-36.98,-808.72,20,15.57,149.66,7.45,-3.79,5.75,True
-29.76,-32.4,64,13.28,-8.7,3.72,10.09,-34.98,-432.72,2,-9.3,65.66,0.06,2.05,,False
4.95,-12.21,220,12.82,-2.77,21,15.82,-36.98,-678.72,20,3.63,99.66,8.05,-1.08,,False
2.85,-12.15,180,8.96,-2.86,23.85,16.22,-76.98,-548.72,20,11.76,39.66,5.85,-3.21,,True
-8.19,-25.71,8,11.74,-7.38,4.17,10.41,-26.98,-432.72,2,0.57,101.66,0.44,0.98,5.91,True
-12.96,-33,10,15.4,-9.06,1.26,10.21,-30.98,-490.72,2,-4.62,101.66,0.64,4.58,,False
2.19,-24.66,290,9.68,-3.81,36.3,14.12,-56.98,-478.72,20,10.35,9.66,7.95,-0.32,,False
3.03,-11.73,270,10.36,-5.35,22.8,18.47,-56.98,-578.72,20,16.5,29.66,6.75,-3.67,6.67,True
5.94,-11.73,325,12.62,-3.17,37.2,15.47,-36.98,-678.72,20,8.76,189.66,9.05,-3.08,,False
2.49,-10.11,285,10.18,-2.44,18,17.47,-56.98,-798.72,20,7.71,-60.34,7.45,0.15,,True
6.69,-16.86,250,17.48,-4.9,18,17.12,-36.98,-728.72,20,16.23,259.66,9.25,-3.96,4.32,False
-11.43,-23.7,48,14.72,-14.8,6.27,10.37,-34.98,-472.72,2,-4.44,91.66,0.52,1.27,6.57,True
-8.97,-24.12,12,11.78,-7.32,5.79,10.27,-30.98,-490.72,2,-2.85,119.66,0.48,4.18,5.94,False
-7.98,-23.49,13,12.6,-7.55,1.08,10.06,-30.98,-458.72,2,-0.42,139.66,0.93,1.79,,True
-8.25,-25.26,44,14.76,-10.54,5.76,9.63,-30.98,-474.72,2,-0.45,77.66,1.04,4.71,5.43,False
-12.24,-25.59,8,11.12,-7.86,3.42,10.08,-34.98,-444.72,2,-4.8,61.66,0.3,1.3,,True
4.23,-14.19,330,11.44,-3.12,34.8,15.87,-56.98,-838.72,20,10.83,159.66,8.75,-2.59,,False
-4.29,-13.47,280,12.08,-5.51,19.95,14.37,-56.98,-548.72,20,7.95,129.66,7.4,-2.66,5.69,False
5.67,-16.86,195,12.5,-2.29,23.1,15.67,-56.98,-468.72,20,9.3,169.66,8.5,-3.17,,True
4.65,-9.39,265,11.4,-2.8,19.95,18.67,-56.98,-868.72,20,11.37,-10.34,5.55,-2.54,,True
5.94,-10.08,265,9.36,-2.47,28.5,17.17,-76.98,-738.72,20,13.47,69.66,7.4,-1.43,,True
-8.07,-24.93,3,12.64,-8.06,0.96,10.16,-34.98,-490.72,2,-1.47,61.66,1,1.3,5.16,True
-8.88,-24.96,13,12.84,-7.58,3.45,9.58,-30.98,-448.72,2,0.03,87.66,0.67,2.96,4.74,False
3.72,-11.25,230,12.76,-2.99,17.7,17.02,-56.98,-698.72,20,13.26,179.66,6.55,-3,4.1,False
-8.34,-23.91,14,11.74,-9.41,4.98,10.44,-30.98,-452.72,2,-0.21,67.66,0.95,2.1,7.26,True
-7.71,-25.29,74,11.76,-8.83,4.11,10.31,-34.98,-444.72,2,-10.26,67.66,0.2,1.38,,False
-28.02,-24.3,5,11.74,-7.7,2.88,10.36,-30.98,-476.72,2,-1.05,135.66,0.23,2.35,,False
-9.48,-26.85,6,13.34,-7.42,1.83,10.22,-34.98,-420.72,2,-7.14,93.66,0.39,2.86,,True
-9.66,-26.49,12,17.58,-8.38,2.91,10.14,-30.98,-464.72,2,-9.33,83.66,0.2,1.72,,False
2.94,-16.62,100,10.6,-4.15,40.95,16.07,-56.98,-788.72,20,12.18,279.66,6.6,-2.72,5.22,False
-11.52,-27.09,7,14.22,-7.35,2.34,10.14,-30.98,-460.72,2,-2.04,129.66,0.35,1.21,5.42,False
4.29,-10.35,135,12.18,-2.26,18.3,17.67,-56.98,-688.72,20,13.2,219.66,7.45,-1.93,5.78,True
4.32,-12.6,5,10.86,-4.97,23.85,16.97,-26.98,-738.72,20,13.23,229.66,9.3,-1.33,6.16,True
5.91,-15,50,10.82,-2.38,27.9,17.17,-56.98,-538.72,20,11.01,209.66,6.05,-2.82,,True
-10.32,-27.66,29,12.06,-7.63,2.43,9.86,-34.98,-490.72,2,-1.35,97.66,0.78,1.67,6.46,False
-12.6,-29.49,15,15.12,-7.89,3.03,9.94,-26.98,-458.72,2,-4.35,113.66,0.91,1.61,,False
-11.46,-25.5,30,14.14,-7.9,1.62,9.98,-34.98,-416.72,2,0.9,93.66,0.91,1.02,,True
-9.96,-35.4,78,11.98,-9.31,4.95,10.39,-34.98,-450.72,2,-1.95,97.66,0.43,2.16,,True
7.23,-8.16,200,12.48,-2.16,19.8,18.67,-36.98,-658.72,20,15.69,149.66,7.15,-3.4,,True
1.02,-17.34,195,9.1,-3.98,18,14.77,-56.98,-818.72,20,4.56,-70.34,7.9,-1.98,,False
2.79,-12.3,80,12.58,-3.48,31.8,17.07,-56.98,-818.72,20,10.56,119.66,5,-2.26,6.2,False
-13.32,-24.21,15,17.4,-7.9,5.88,9.96,-34.98,-452.72,2,-1.89,71.66,0.42,3.79,6.73,True
4.35,-13.41,350,11.86,-3,41.7,15.82,-56.98,-488.72,20,5.76,19.66,5.75,-1.69,,False
-8.31,-25.83,23,12.66,-9.28,5.49,10.14,-26.98,-458.72,2,-2.97,137.66,0.33,2.21,4.68,False
-8.46,-28.8,6,11.92,-8.86,4.44,9.59,-30.98,-446.72,2,-2.01,117.66,0.57,1.93,4.61,False
2.85,-19.29,15,13.12,-3.68,19.65,15.67,-56.98,-828.72,20,10.29,159.66,7.1,-1.7,4.61,False
5.22,-10.47,110,10.94,-2.56,18.9,17.47,-56.98,-688.72,20,14.94,119.66,6.65,-3.21,7.01,True
-5.76,-17.58,85,9.38,-5.05,28.65,14.52,-76.98,-798.72,20,8.04,-30.34,7.4,-1.72,,False
-10.41,-29.67,31,12,-8.26,2.01,10.18,-30.98,-484.72,2,0.63,79.66,0.68,3.97,5.08,False
-10.56,-32.85,11,11.52,-7.67,5.55,10.14,-30.98,-490.72,2,-9.48,89.66,0.32,1.66,,False
4.5,-17.31,95,10.5,-3.35,23.4,15.97,-56.98,-528.72,20,13.59,229.66,6.95,-3.05,6.85,True
1.23,-17.04,55,14.32,-3.77,32.25,15.02,-36.98,-788.72,20,6.9,209.66,7.6,-2.08,,False
-9.06,-24.18,57,12.64,-7.79,5.58,10.27,-34.98,-494.72,2,0.03,61.66,0.12,2.28,5.6,False
1.05,-19.8,95,11.02,-3.02,22.95,15.37,-56.98,-638.72,20,12.06,209.66,8.4,-1.52,5.75,True
5.7,-9.9,165,13.2,-4.78,24.3,18.67,-36.98,-838.72,20,13.83,219.66,5.45,-3.41,5.75,False
-15.9,-24.99,6,18.94,-8.84,3.12,10.08,-26.98,-456.72,2,-13.05,131.66,0.69,2.55,,False
-4.29,-12.39,320,14.64,-5.48,18.15,14.92,-36.98,-468.72,20,9.57,229.66,5.6,-2.04,3.32,False
-10.2,-25.26,1,11.78,-9.66,2.04,9.68,-34.98,-422.72,2,-0.51,71.66,0.52,4.11,,True
4.26,-10.14,235,12.4,-3.92,21.45,18.22,-56.98,-838.72,20,12.84,119.66,5.8,-0.72,5.95,False
-11.58,-23.58,3,15.62,-9.15,2.28,10.07,-30.98,-436.72,2,-2.16,77.66,0.98,1.18,,True
-1.38,-14.58,75,9.16,-4.5,27,16.22,-56.98,-728.72,20,12.54,29.66,7.35,-1.63,,False
-19.14,-23.46,5,12.32,-7.36,0.84,10.18,-30.98,-440.72,2,0.99,129.66,0.84,1.7,6.54,True
-21.06,-32.61,7,12.92,-7.88,3.96,9.78,-30.98,-470.72,2,-7.83,129.66,0.52,1.73,5.17,False
0.78,-14.46,20,9.36,-4.04,30.3,16.62,-56.98,-718.72,20,11.25,289.66,5.6,-2.59,,False
-11.04,-33.24,2,13.68,-8.1,3.45,9.69,-30.98,-474.72,2,-1.68,67.66,0.49,1.48,4.28,False
2.49,-17.46,10,10.02,-3.51,37.35,14.72,-56.98,-458.72,20,11.25,219.66,6.3,-1.45,5.55,False
-12.78,-28.23,1,16.94,-9.1,4.62,9.68,-30.98,-474.72,2,-7.8,105.66,1.01,3.11,,False
3.48,-8.43,50,12.36,-2.42,20.55,16.87,-56.98,-598.72,20,7.95,259.66,8.2,-3.59,,True
2.73,-18.96,355,16.46,-3.83,19.8,14.97,-36.98,-658.72,20,13.14,99.66,8.85,-3.21,6.22,False
-9.51,-24.3,35,12.02,-8.09,5.37,9.52,-34.98,-474.72,2,-3.3,63.66,0.96,3.55,7.01,True
-14.19,-30.78,44,11.46,-9.25,3.69,9.95,-34.98,-468.72,2,-0.72,87.66,0.39,1.34,,False
-15.21,-28.95,11,11.96,-7.49,2.04,10.44,-26.98,-464.72,2,-1.17,103.66,0.15,2.2,,False
5.64,-10.2,165,14.5,-2.95,26.55,17.07,-36.98,-688.72,20,11.85,209.66,6.25,-3.18,,False
-3.87,-18.81,40,9.32,-6.46,44.55,14.87,-36.98,-818.72,20,1.74,169.66,6.5,0.66,6.03,False
6.93,-9.75,280,13.08,-2.59,19.35,18.42,-56.98,-448.72,20,9.99,199.66,6.7,-2.48,,True
0.69,-13.86,300,8.6,-4.93,42.6,15.52,-56.98,-728.72,20,6.03,-10.34,5.5,-1.84,3.79,False
6.18,-13.89,85,17.76,-6.94,16.95,16.97,-56.98,-518.72,20,14.85,59.66,6.4,-0.61,6.9,True
0.33,-14.31,60,14.12,-4.48,25.35,15.47,-36.98,-788.72,20,12.06,229.66,7.45,-2,4.28,False
-7.89,-23.67,1,10.9,-8.26,4.05,10.36,-34.98,-416.72,2,-1.77,93.66,1.03,1.24,5.47,True
-8.91,-25.26,10,13.96,-8.39,3.51,10.2,-26.98,-446.72,2,-12.48,109.66,0.37,1.37,,False
7.14,-11.61,245,10.68,-2.76,22.2,16.62,-56.98,-558.72,20,12.84,69.66,7.5,-3.65,5.58,True
-9.45,-39.39,66,12.98,-7.48,5.13,10.48,-30.98,-490.72,2,0.69,89.66,0.97,1.97,,True
0.87,-16.32,340,14.34,-7.6,42.6,14.47,-36.98,-848.72,20,7.89,289.66,8.85,-1.79,4.98,False
2.88,-8.61,350,10.82,-3.01,22.35,15.82,-76.98,-538.72,20,14.25,9.66,8.85,-2.1,,True
-7.68,-29.16,2,12.4,-8,2.31,10.23,-26.98,-434.72,2,-2.04,137.66,0.4,3.34,,True
-12.21,-26.19,25,14.36,-13.17,4.92,9.85,-34.98,-416.72,2,-0.75,67.66,0.53,1.74,6.98,True
-2.25,-15.42,15,9.72,-5.2,18.45,14.62,-76.98,-628.72,20,7.05,-20.34,5.05,-1.14,3.3,False
-8.82,-29.07,11,12.12,-7.19,3,9.77,-34.98,-406.72,0,-1.14,81.66,0.66,1.1,6.26,True
-14.4,-16.98,95,11.3,-5.84,31.35,14.97,-56.98,-488.72,20,4.14,39.66,5.35,-1.99,4.35,False
4.35,-10.53,65,9.98,-2.85,21.15,18.22,-56.98,-618.72,20,12.78,109.66,5.1,-3.43,6.85,True
5.64,-12.57,305,12.82,-4.22,21.45,17.17,-36.98,-868.72,20,15.54,179.66,9,-2.66,,False
-3.87,-26.55,300,9.32,-4.11,40.8,14.67,-56.98,-708.72,20,10.95,-60.34,8.8,-2.03,5.07,False
-10.05,-24.6,15,12.18,-7.34,2.79,10.03,-30.98,-428.72,2,0.3,87.66,0.18,3.15,5.24,False
5.67,-9.09,295,13.64,-2.54,23.4,15.62,-56.98,-598.72,20,12.3,249.66,9.6,-1.95,5.36,False
-14.85,-25.14,4,12.32,-9.9,5.04,9.65,-26.98,-480.72,2,-0.81,123.66,0.74,2.38,,False
3.84,-9.78,5,13.72,-2.73,24.45,16.77,-26.98,-688.72,20,13.59,149.66,7.7,-3.37,7.16,True
